approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn
distilbert-base-uncased,accessibility,0.41081661891117477,0.11100717181166199,0.4477987421383648,0.17791104447776113,0.4046773856755064,0.4262380639069356,-0.10425675784026846,0.4699544041637289,0.44999999999999996,356,1938,2851,439
distilbert-base-uncased,exam_fairness,0.7976361031518625,0.5245683930942895,0.3384747215081405,0.4114583333333333,0.9189495132442834,0.628712117376212,0.3064308960948982,0.5851144426741796,0.6,395,4059,358,772
distilbert-base-uncased,lecturer_quality,0.6599212034383954,0.6522781774580336,0.25267069205759407,0.3642450619350519,0.9154765374526377,0.5840736147551159,0.22961077256197462,0.38196959116422635,0.85,544,3141,290,1609
distilbert-base-uncased,materials,0.8939828080229226,0.4,0.0378657487091222,0.06918238993710692,0.9934039576254248,0.5156348531672735,0.09667684757677664,0.5644925654103811,0.9,22,4970,33,559
distilbert-base-uncased,organization,0.6301934097421203,0.13904982618771727,0.29304029304029305,0.18860510805500982,0.6881427072402938,0.4905915001402934,-0.014405298914497896,0.6016792181530036,0.39999999999999997,240,3279,1486,579
distilbert-base-uncased,overall_experience,0.5342048710601719,0.649890590809628,0.6426832566946172,0.6462668298653611,0.32167461579226286,0.48217893624344005,-0.035458281755957215,0.5897312847172618,0.49999999999999994,2376,607,1280,1321
distilbert-base-uncased,workload,0.6792621776504298,0.7555555555555555,0.018743109151047408,0.03657880580957504,0.9970822281167109,0.5079126686338792,0.0828934759983174,0.7077725481666515,0.7,34,3759,11,1780
