approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn
distilbert-base-uncased,accessibility,0.0689289501590668,0.011282437006393382,0.8571428571428571,0.022271714922048998,0.05905511811023622,0.45809898762654666,-0.03897787024091176,0.6742706320248544,0.39999999999999997,30,165,2629,5
distilbert-base-uncased,assessment_design,0.9080947331212442,0.14285714285714285,0.02127659574468085,0.037037037037037035,0.9884348496530455,0.5048557226988631,0.0242468634487085,0.4781922809779644,0.75,5,2564,30,230
distilbert-base-uncased,exam_fairness,0.9480381760339343,0.6831683168316832,0.375,0.4842105263157895,0.9879017013232514,0.6814508506616257,0.48231179638905586,0.38012433310552585,0.85,69,2613,32,115
distilbert-base-uncased,grading_transparency,0.9300106044538706,0.28688524590163933,0.23972602739726026,0.26119402985074625,0.9675736116287738,0.603649819513017,0.22576741835097433,0.4168163190878529,0.49999999999999994,35,2596,87,111
distilbert-base-uncased,lecturer_quality,0.35454224107458465,0.8922413793103449,0.18904109589041096,0.3119819140919367,0.9217527386541471,0.555396917272279,0.12511619179066674,0.30465116857361896,0.7,414,589,50,1776
distilbert-base-uncased,materials,0.865323435843054,0.5737704918032787,0.08974358974358974,0.15521064301552107,0.989339893398934,0.5395417415712619,0.1877050825648666,0.3062239132954606,0.5499999999999999,35,2413,26,355
distilbert-base-uncased,organization,0.832096147048427,0.5166666666666667,0.0649895178197065,0.1154562383612663,0.9876700680272109,0.5263297929234587,0.13684161287732313,0.2130447755931058,0.7,31,2323,29,446
distilbert-base-uncased,overall_experience,0.26193001060445387,0.20248736883015936,0.9353680430879713,0.3329073482428115,0.09683098591549295,0.5160995145017321,0.04463079887460343,0.484794006679469,0.44999999999999996,521,220,2052,36
distilbert-base-uncased,workload,0.9784376104630611,0.75,0.28,0.4077669902912621,0.9974582425562818,0.638729121278141,0.45027170897936825,0.9180742078239009,0.5499999999999999,21,2747,7,54
