approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn
bert-base-uncased,accessibility,0.31565924354895725,0.01381074168797954,0.7714285714285715,0.027135678391959798,0.30994989262705797,0.5406892320278147,0.019468281379016864,0.4463810968715094,0.5499999999999999,27,866,1928,8
bert-base-uncased,assessment_design,0.8826440438317427,0.17006802721088435,0.10638297872340426,0.13089005235602094,0.9529683885890516,0.529675683656228,0.07380088866838566,0.4379624902643263,0.5499999999999999,25,2472,122,210
bert-base-uncased,exam_fairness,0.9459172852598091,0.6183206106870229,0.44021739130434784,0.5142857142857142,0.9810964083175804,0.7106568998109641,0.49439129276811167,0.33345359165742805,0.7999999999999999,81,2595,50,103
bert-base-uncased,grading_transparency,0.953340402969247,0.85,0.11643835616438356,0.20481927710843373,0.9988818486768543,0.5576601024206189,0.3045098195653118,0.33233660163686557,0.5499999999999999,17,2680,3,129
bert-base-uncased,lecturer_quality,0.4945210321668434,0.8512014787430684,0.42054794520547945,0.562958435207824,0.7480438184663537,0.5842958818359165,0.1450603622107802,0.23613195503777407,0.49999999999999994,921,478,161,1269
bert-base-uncased,materials,0.8642629904559915,0.6666666666666666,0.03076923076923077,0.058823529411764705,0.997539975399754,0.5141546030844923,0.12274370255466135,0.19540807323642184,0.7999999999999999,12,2433,6,378
bert-base-uncased,organization,0.8310357016613644,0.4827586206896552,0.029350104821802937,0.05533596837944664,0.9936224489795918,0.5114862769006974,0.08539041237837885,0.21070365811663447,0.7,14,2337,15,463
bert-base-uncased,overall_experience,0.33969600565570873,0.20592193808882908,0.8240574506283662,0.3295046661880833,0.22095070422535212,0.5225040774268592,0.043781668742056405,0.497109491504883,0.5499999999999999,459,502,1770,98
bert-base-uncased,workload,0.9773771650759986,0.9230769230769231,0.16,0.2727272727272727,0.9996368917937546,0.5798184458968773,0.3791908608426033,1.0735255225881701,0.75,12,2753,1,63
