approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn
bert-base-uncased,accessibility,0.4948745139625309,0.017980636237897647,0.7428571428571429,0.035111411208642807,0.4917680744452398,0.6173126086511913,0.05188319046328131,1.0178156902010624,0.5499999999999999,26,1374,1420,9
bert-base-uncased,assessment_design,0.08554259455638034,0.08327427356484762,1.0,0.15374550212626759,0.0026985350809560524,0.501349267540478,0.014990615349473569,0.6159344776830775,0.3,235,7,2587,0
bert-base-uncased,exam_fairness,0.15270413573700956,0.07029126213592234,0.9836956521739131,0.13120695904313157,0.0948960302457467,0.5392958412098299,0.0677942500003387,0.47840288592674424,0.39999999999999997,181,251,2394,3
bert-base-uncased,grading_transparency,0.40827147401908803,0.06442417331812998,0.773972602739726,0.11894736842105263,0.3883712262392844,0.5811719144895052,0.07399519558326287,0.5864142486083824,0.44999999999999996,113,1042,1641,33
bert-base-uncased,lecturer_quality,0.7755390597384235,0.7752212389380531,1.0,0.8733798604187437,0.006259780907668232,0.5031298904538342,0.06966143201746097,0.7554889257106057,0.15,2190,4,635,0
bert-base-uncased,materials,0.18487097914457407,0.138763197586727,0.9435897435897436,0.24194608809993426,0.06355063550635506,0.5035701895480493,0.01016450141169405,0.48274387930438895,0.35,368,155,2284,22
bert-base-uncased,organization,0.40014139271827504,0.19801980198019803,0.8385744234800838,0.32038446135362436,0.3112244897959184,0.5748994566380011,0.12411851344896596,0.442855269741267,0.5499999999999999,400,732,1620,77
bert-base-uncased,overall_experience,0.2096147048427006,0.197912918315941,0.9874326750448833,0.32973621103117506,0.018926056338028168,0.5031793656914557,0.01918991118196128,0.6433134490590204,0.35,550,43,2229,7
bert-base-uncased,workload,0.975609756097561,1.0,0.08,0.14814814814814814,1.0,0.54,0.2793646959956763,1.2883921638131142,0.7999999999999999,6,2754,0,69
