approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn
bert-base-uncased,accessibility,0.6740897843761047,0.015300546448087432,0.4,0.029473684210526315,0.6775232641374374,0.5387616320687187,0.01831883115707851,0.8249068007405315,0.65,14,1893,901,21
bert-base-uncased,assessment_design,0.8165429480381761,0.1712962962962963,0.3148936170212766,0.22188905547226387,0.8619892058596762,0.5884414114404763,0.13571526128004188,0.6062021847653857,0.49999999999999994,74,2236,358,161
bert-base-uncased,exam_fairness,0.935666313184871,0.5032051282051282,0.8532608695652174,0.6330645161290323,0.941398865784499,0.8973298676748582,0.6255817248840565,0.46505861104342794,0.5499999999999999,157,2490,155,27
bert-base-uncased,grading_transparency,0.951926475786497,0.65625,0.14383561643835616,0.23595505617977527,0.9959001118151323,0.5698678641267442,0.2923297428509003,0.7060977235336655,0.6,21,2672,11,125
bert-base-uncased,lecturer_quality,0.4630611523506539,0.8765432098765432,0.35662100456621004,0.5069782538136969,0.8278560250391236,0.5922385148026668,0.16607300545580958,0.28717452185691456,0.75,781,529,110,1409
bert-base-uncased,materials,0.8621420996818664,0.5,0.23333333333333334,0.3181818181818182,0.9626896268962689,0.5980114801148011,0.2754434709475917,0.3208785499242207,0.5499999999999999,91,2348,91,299
bert-base-uncased,organization,0.7129727819017321,0.19710669077757687,0.22851153039832284,0.21165048543689322,0.8112244897959183,0.5198680100971206,0.03751574035032143,0.31496052094181165,0.65,109,1908,444,368
bert-base-uncased,overall_experience,0.3100035348179569,0.2140221402214022,0.9371633752244165,0.3484646194926569,0.15625,0.5467066876122082,0.10774636359585638,0.6022769150603384,0.3,522,355,1917,35
bert-base-uncased,workload,0.975609756097561,0.5882352941176471,0.26666666666666666,0.3669724770642202,0.9949164851125636,0.6307915758896151,0.3856488167987317,0.37907948516713075,0.7,20,2740,14,55
