approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn
tfidf_two_step,accessibility,0.565,0.1459227467811159,0.6476190476190476,0.2381786339754816,0.5553072625698324,0.60146315509444,0.12470415932956325,0.6553647029901614,0.4,68,497,398,37
tfidf_two_step,assessment_design,0.871,0.37037037037037035,0.39603960396039606,0.3827751196172249,0.9243604004449388,0.6602000022026675,0.311056113370517,0.7189586670894641,0.55,40,831,68,61
tfidf_two_step,clarity,0.618,0.14640198511166252,0.6082474226804123,0.236,0.6190476190476191,0.6136475208640157,0.13714501163642562,0.6482936114299819,0.4,59,559,344,38
tfidf_two_step,difficulty,0.83,0.1693548387096774,0.23863636363636365,0.19811320754716982,0.8870614035087719,0.5628488835725678,0.1080446887304177,0.7896583085170105,0.55,21,809,103,67
tfidf_two_step,exam_fairness,0.918,0.7894736842105263,0.391304347826087,0.5232558139534884,0.9864406779661017,0.6888725128960943,0.5197877444671609,0.6179769789437867,0.65,45,873,12,70
tfidf_two_step,feedback_quality,0.456,0.09982174688057041,0.5894736842105263,0.17073170731707318,0.4419889502762431,0.5157313172433846,0.01858949048445844,0.7586484385860136,0.35,56,400,505,39
tfidf_two_step,grading_transparency,0.9,0.6,0.2727272727272727,0.375,0.9775280898876404,0.6251276813074566,0.3592757739812098,0.5994375862181187,0.65,30,870,20,80
tfidf_two_step,interest,0.735,0.12931034482758622,0.3225806451612903,0.18461538461538463,0.7772877618522602,0.5499342035067752,0.06871453911272075,0.807916060534141,0.5,30,705,202,63
tfidf_two_step,lecturer_quality,0.789,0.2192513368983957,0.3867924528301887,0.27986348122866894,0.8366890380313199,0.6117407454307543,0.17644005150139822,0.5238085372498396,0.5,41,748,146,65
tfidf_two_step,materials,0.849,0.2833333333333333,0.3434343434343434,0.3105022831050228,0.904550499445061,0.6239924214397022,0.22791513747670814,0.7159856376786005,0.55,34,815,86,65
tfidf_two_step,organization,0.864,0.3274336283185841,0.38144329896907214,0.3523809523809524,0.9158361018826136,0.6486397004258428,0.2779031872227773,0.7797251747342179,0.55,37,827,76,60
tfidf_two_step,overall_experience,0.458,0.1169284467713787,0.6504854368932039,0.19822485207100593,0.4358974358974359,0.5431914363953199,0.053082482889837516,0.6574183807859489,0.35,67,391,506,36
tfidf_two_step,pacing,0.842,0.2721518987341772,0.5,0.3524590163934426,0.8741794310722101,0.6870897155361051,0.2876190480804854,0.44525018036006786,0.5,43,799,115,43
tfidf_two_step,peer_interaction,0.704,0.13793103448275862,0.46511627906976744,0.2127659574468085,0.7264770240700219,0.5957966515698947,0.11837894769072504,0.6294444666826167,0.45,40,664,250,46
tfidf_two_step,practical_application,0.889,0.43478260869565216,0.19047619047619047,0.26490066225165565,0.9709497206703911,0.5807129555732908,0.23622524625787464,0.7298971911077388,0.65,20,869,26,85
tfidf_two_step,prerequisite_fit,0.575,0.1351981351981352,0.5178571428571429,0.2144177449168207,0.5822072072072072,0.550032175032175,0.06375998010965617,0.7865635554932443,0.4,58,517,371,54
tfidf_two_step,relevance,0.362,0.0950965824665676,0.6881720430107527,0.1671018276762402,0.32855567805953695,0.5083638605351448,0.010356201395509405,0.7271183874595835,0.3,64,298,609,29
tfidf_two_step,support,0.166,0.10010881392818281,0.9292929292929293,0.1807465618860511,0.08213096559378469,0.505711947443357,0.012505294564868654,0.7010891102629162,0.2,92,74,827,7
tfidf_two_step,tooling_usability,0.86,0.3218390804597701,0.25688073394495414,0.2857142857142857,0.9337822671156004,0.5953315005302773,0.21082568035118646,0.5716827313522767,0.6,28,832,59,81
tfidf_two_step,workload,0.894,0.5434782608695652,0.43859649122807015,0.4854368932038835,0.9525959367945824,0.6955962140113263,0.4301529331212446,0.5486139254348381,0.6,50,844,42,64
