approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn
bert-base-uncased,accessibility,0.676,0.1288135593220339,0.3619047619047619,0.19,0.7128491620111732,0.5373769619579676,0.050249829776034725,0.5737115659224066,0.49999999999999994,38,638,257,67
bert-base-uncased,assessment_design,0.927,0.9117647058823529,0.3069306930693069,0.45925925925925926,0.996662958843159,0.651796825956233,0.5047835543577683,0.47996759551742507,0.85,31,896,3,70
bert-base-uncased,clarity,0.67,0.12540192926045016,0.4020618556701031,0.19117647058823528,0.698781838316722,0.5504218469934126,0.06447460389281504,0.9143716858085006,0.5499999999999999,39,631,272,58
bert-base-uncased,difficulty,0.844,0.211864406779661,0.2840909090909091,0.24271844660194175,0.8980263157894737,0.5910586124401914,0.15992430899615853,0.2595465257234173,0.6,25,819,93,63
bert-base-uncased,exam_fairness,0.914,0.7164179104477612,0.41739130434782606,0.5274725274725275,0.9785310734463277,0.6979611888970769,0.5051872501555122,0.2729612552393519,0.65,48,866,19,67
bert-base-uncased,feedback_quality,0.481,0.11454545454545455,0.6631578947368421,0.19534883720930232,0.46187845303867403,0.562518173887758,0.07369444803414821,0.6618663781519567,0.44999999999999996,63,418,487,32
bert-base-uncased,grading_transparency,0.914,0.74,0.33636363636363636,0.4625,0.9853932584269663,0.6608784473953013,0.4619259951186983,0.5188133023628915,0.75,37,877,13,73
bert-base-uncased,interest,0.444,0.10961214165261383,0.6989247311827957,0.18950437317784258,0.4178610804851158,0.5583929058339557,0.06904156862099979,0.6069709297441407,0.49999999999999994,65,379,528,28
bert-base-uncased,lecturer_quality,0.896,0.5192307692307693,0.25471698113207547,0.34177215189873417,0.9720357941834452,0.6133763876577604,0.31438981113048625,0.27564326709533044,0.7999999999999999,27,869,25,79
bert-base-uncased,materials,0.917,0.6379310344827587,0.37373737373737376,0.4713375796178344,0.97669256381798,0.6752149687776768,0.44775634198065983,0.33091479414724745,0.49999999999999994,37,880,21,62
bert-base-uncased,organization,0.932,0.8918918918918919,0.3402061855670103,0.4925373134328358,0.9955703211517165,0.6678882533593634,0.5264608047117229,0.26187800903183717,0.85,33,899,4,64
bert-base-uncased,overall_experience,0.413,0.1206896551724138,0.7475728155339806,0.2078272604588394,0.3745819397993311,0.5610773776666558,0.07726104669030785,0.642187621789174,0.44999999999999996,77,336,561,26
bert-base-uncased,pacing,0.924,0.5694444444444444,0.47674418604651164,0.5189873417721519,0.9660831509846827,0.7214136685155972,0.4803043395094111,0.3301894341356961,0.9,41,883,31,45
bert-base-uncased,peer_interaction,0.906,0.42857142857142855,0.27906976744186046,0.3380281690140845,0.9649890590809628,0.6220294132614116,0.29760267573254007,0.5341204308788292,0.49999999999999994,24,882,32,62
bert-base-uncased,practical_application,0.885,0.42857142857142855,0.2857142857142857,0.34285714285714286,0.9553072625698324,0.620510774142059,0.28958198774924876,0.4331783388430874,0.65,30,855,40,75
bert-base-uncased,prerequisite_fit,0.856,0.2948717948717949,0.20535714285714285,0.24210526315789474,0.9380630630630631,0.5717101029601029,0.16866037984161955,0.5498447965263672,0.65,23,833,55,89
bert-base-uncased,relevance,0.741,0.17063492063492064,0.46236559139784944,0.2492753623188406,0.7695700110253583,0.6159678012116039,0.15515346071672823,0.5708986823352292,0.49999999999999994,43,698,209,50
bert-base-uncased,support,0.35,0.1168289290681502,0.8484848484848485,0.20537897310513448,0.2952275249722531,0.5718561867285508,0.09548970454802792,0.6497135017660705,0.39999999999999997,84,266,635,15
bert-base-uncased,tooling_usability,0.911,0.6923076923076923,0.3302752293577982,0.4472049689440994,0.9820426487093153,0.6561589390335567,0.43837230184280235,0.35437802660615286,0.75,36,875,16,73
bert-base-uncased,workload,0.924,0.7435897435897436,0.5087719298245614,0.6041666666666666,0.9774266365688488,0.7430992831967052,0.576195946452766,0.3163013933803525,0.75,58,866,20,56
