approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn
distilbert-base-uncased,accessibility,0.649,0.12727272727272726,0.4,0.19310344827586207,0.6782122905027933,0.5391061452513967,0.050990210001880455,0.6004089818305234,0.5499999999999999,42,607,288,63
distilbert-base-uncased,assessment_design,0.928,0.8085106382978723,0.37623762376237624,0.5135135135135135,0.9899888765294772,0.6831132501459267,0.5214286865079593,0.5406179061453593,0.7,38,890,9,63
distilbert-base-uncased,clarity,0.756,0.11917098445595854,0.23711340206185566,0.15862068965517243,0.8117386489479512,0.5244260255049035,0.03663507815130971,0.636343144123321,0.6,23,733,170,74
distilbert-base-uncased,difficulty,0.8,0.1781609195402299,0.3522727272727273,0.2366412213740458,0.8432017543859649,0.5977372408293461,0.14607105891662317,0.4746904715655311,0.5499999999999999,31,769,143,57
distilbert-base-uncased,exam_fairness,0.922,0.8245614035087719,0.40869565217391307,0.5465116279069767,0.9887005649717514,0.6986981085728322,0.5468283346332247,0.3355159890451568,0.85,47,875,10,68
distilbert-base-uncased,feedback_quality,0.788,0.1497005988023952,0.2631578947368421,0.19083969465648856,0.8430939226519337,0.5531259086943879,0.08352985416379698,0.719591498975642,0.5499999999999999,25,763,142,70
distilbert-base-uncased,grading_transparency,0.921,0.9428571428571428,0.3,0.45517241379310347,0.9977528089887641,0.648876404494382,0.506931798636135,0.5904905405459981,0.9,33,888,2,77
distilbert-base-uncased,interest,0.588,0.10810810810810811,0.4731182795698925,0.176,0.5997794928335171,0.5364488862017047,0.043095787783019764,0.7219610598986037,0.49999999999999994,44,544,363,49
distilbert-base-uncased,lecturer_quality,0.892,0.4827586206896552,0.2641509433962264,0.34146341463414637,0.9664429530201343,0.6152969482081804,0.3036896923666784,0.3770276615312988,0.85,28,864,30,78
distilbert-base-uncased,materials,0.922,0.7142857142857143,0.35353535353535354,0.47297297297297297,0.9844617092119867,0.6689985313736702,0.4676324288544024,0.4546268197574786,0.7999999999999999,35,887,14,64
distilbert-base-uncased,organization,0.923,0.6923076923076923,0.3711340206185567,0.48322147651006714,0.982281284606866,0.6767076526127114,0.4710958247949176,0.4808228042933883,0.65,36,887,16,61
distilbert-base-uncased,overall_experience,0.429,0.12619808306709265,0.7669902912621359,0.2167352537722908,0.39018952062430323,0.5785899059432196,0.0987389787068604,0.5972547307518411,0.44999999999999996,79,350,547,24
distilbert-base-uncased,pacing,0.932,0.640625,0.47674418604651164,0.5466666666666666,0.9748358862144421,0.7257900361304769,0.5172841611677398,0.36034101863546447,0.85,41,891,23,45
distilbert-base-uncased,peer_interaction,0.917,0.5555555555555556,0.1744186046511628,0.26548672566371684,0.986870897155361,0.580644750903262,0.278990953866249,0.660296842455864,0.75,15,902,12,71
distilbert-base-uncased,practical_application,0.869,0.3645833333333333,0.3333333333333333,0.3482587064676617,0.9318435754189944,0.6325884543761638,0.27594468852462806,0.5099041293612182,0.6,35,834,61,70
distilbert-base-uncased,prerequisite_fit,0.859,0.27692307692307694,0.16071428571428573,0.2033898305084746,0.9470720720720721,0.5538931788931789,0.13788493139706004,0.8369321499226822,0.6,18,841,47,94
distilbert-base-uncased,relevance,0.616,0.1278772378516624,0.5376344086021505,0.2066115702479339,0.6240352811466373,0.5808348448743939,0.09622251359624664,0.5811314286850393,0.5499999999999999,50,566,341,43
distilbert-base-uncased,support,0.434,0.13343799058084774,0.8585858585858586,0.23097826086956522,0.3873473917869034,0.622966625186381,0.152747536172475,0.6054087219187989,0.44999999999999996,85,349,552,14
distilbert-base-uncased,tooling_usability,0.895,0.5212765957446809,0.44954128440366975,0.4827586206896552,0.9494949494949495,0.6995181169493097,0.42612440546149516,0.5730466758884318,0.6,49,846,45,60
distilbert-base-uncased,workload,0.919,0.7142857142857143,0.4824561403508772,0.5759162303664922,0.9751693002257337,0.7288127202883055,0.5455483335689463,0.4581005893416163,0.85,55,864,22,59
