approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn
tfidf_two_step,accessibility,0.441,0.12152777777777778,0.5691056910569106,0.20028612303290416,0.42303306727480045,0.4960693791658555,-0.0052245552935051105,0.5698325384369777,0.35,70,371,506,53
tfidf_two_step,assessment_design,0.899,0.5,0.2376237623762376,0.3221476510067114,0.9733036707452726,0.605463716560755,0.297327108535439,0.5863003202636415,0.65,24,875,24,77
tfidf_two_step,clarity,0.818,0.1484375,0.20652173913043478,0.17272727272727273,0.8799559471365639,0.5432388431334993,0.07481310366609159,0.9155222727475982,0.55,19,799,109,73
tfidf_two_step,difficulty,0.704,0.14652014652014653,0.3883495145631068,0.2127659574468085,0.7402452619843924,0.5642973882737496,0.0877383843879664,0.6979887455352582,0.45,40,664,233,63
tfidf_two_step,exam_fairness,0.915,0.6428571428571429,0.4954128440366973,0.5595854922279793,0.9663299663299664,0.7308714051833318,0.5187580666781388,0.5492804098582753,0.6,54,861,30,55
tfidf_two_step,feedback_quality,0.652,0.08125,0.325,0.13,0.6804347826086956,0.5027173913043478,0.003160760858901085,0.8542547123126076,0.45,26,626,294,54
tfidf_two_step,grading_transparency,0.875,0.4819277108433735,0.32786885245901637,0.3902439024390244,0.9510250569476082,0.6394469547033123,0.3308586469384844,0.7163872629287653,0.6,40,835,43,82
tfidf_two_step,interest,0.368,0.11208151382823872,0.7777777777777778,0.19592875318066158,0.32297447280799113,0.5503761252928845,0.06489096185568233,0.7783751384020289,0.3,77,291,610,22
tfidf_two_step,lecturer_quality,0.864,0.2631578947368421,0.2,0.22727272727272727,0.9377777777777778,0.5688888888888889,0.15597595331559458,0.8281039199137012,0.6,20,844,56,80
tfidf_two_step,materials,0.897,0.4583333333333333,0.3402061855670103,0.3905325443786982,0.9568106312292359,0.6485084083981232,0.3400717413995735,0.5137473698211552,0.6,33,864,39,64
tfidf_two_step,organization,0.887,0.4,0.30612244897959184,0.3468208092485549,0.950110864745011,0.6281166568623014,0.28923470455451095,0.6410198260835387,0.6,30,857,45,68
tfidf_two_step,overall_experience,0.809,0.13821138211382114,0.16666666666666666,0.1511111111111111,0.8819599109131403,0.5243132887899035,0.04480841748822469,0.7552692603276228,0.55,17,792,106,85
tfidf_two_step,pacing,0.829,0.25149700598802394,0.4772727272727273,0.32941176470588235,0.8629385964912281,0.6701056618819776,0.2584084932545933,0.8132919798095134,0.5,42,787,125,46
tfidf_two_step,peer_interaction,0.623,0.13554987212276215,0.5760869565217391,0.2194616977225673,0.6277533039647577,0.6019201302432484,0.12073405260143312,0.6824846326654671,0.4,53,570,338,39
tfidf_two_step,practical_application,0.905,0.5238095238095238,0.2268041237113402,0.31654676258992803,0.9778516057585825,0.6023278647349614,0.3019577982789831,0.7792682697234506,0.65,22,883,20,75
tfidf_two_step,prerequisite_fit,0.737,0.15350877192982457,0.3333333333333333,0.21021021021021022,0.7843575418994413,0.5588454376163873,0.08599493768152795,0.8317847942933441,0.5,35,702,193,70
tfidf_two_step,relevance,0.607,0.13784461152882205,0.5288461538461539,0.21868787276341947,0.6160714285714286,0.5724587912087913,0.09033750067193835,0.686281851190407,0.4,55,552,344,49
tfidf_two_step,support,0.633,0.0990990990990991,0.33,0.15242494226327943,0.6666666666666666,0.4983333333333333,-0.0021218514033304963,0.6641996009222401,0.45,33,600,300,67
tfidf_two_step,tooling_usability,0.885,0.30120481927710846,0.3048780487804878,0.30303030303030304,0.9368191721132898,0.6208486104468888,0.24036775628504078,0.652659630018752,0.6,25,860,58,57
tfidf_two_step,workload,0.892,0.5298507462686567,0.6120689655172413,0.568,0.9287330316742082,0.7704009985957248,0.5083725222581742,0.575214963798602,0.55,71,821,63,45
