approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn
bert-base-uncased,accessibility,0.176033934252386,0.011904761904761904,0.8,0.02346041055718475,0.16821760916249104,0.48410880458124556,-0.009383307284724723,0.5403149059316742,0.39999999999999997,28,470,2324,7
bert-base-uncased,assessment_design,0.8218451749734889,0.10324483775811209,0.14893617021276595,0.12195121951219512,0.8828064764841943,0.5158713233484802,0.02697506685400544,0.4223234821377056,0.5499999999999999,35,2290,304,200
bert-base-uncased,exam_fairness,0.9073877695298692,0.38596491228070173,0.717391304347826,0.5019011406844106,0.9206049149338374,0.8189981096408318,0.4826017686179508,0.3883503049699798,0.65,132,2435,210,52
bert-base-uncased,grading_transparency,0.9505125486037469,0.6875,0.07534246575342465,0.13580246913580246,0.9981364144614238,0.5367394401074242,0.2167726246686215,0.14601592313159595,0.75,11,2678,5,135
bert-base-uncased,lecturer_quality,0.4722516790385295,0.8792165397170838,0.3689497716894977,0.5197812801543905,0.8262910798122066,0.5976204257508522,0.17432863926514156,0.25794759700439707,0.49999999999999994,808,528,111,1382
bert-base-uncased,materials,0.8123011664899258,0.28955223880597014,0.24871794871794872,0.2675862068965517,0.9024190241902419,0.5755684864540953,0.1612643220478374,0.26225070351645946,0.49999999999999994,97,2201,238,293
bert-base-uncased,organization,0.8264404383174266,0.44696969696969696,0.12368972746331237,0.19376026272577998,0.9689625850340136,0.546326156248663,0.16447756682254278,0.13861703129460093,0.6,59,2279,73,418
bert-base-uncased,overall_experience,0.2841993637327678,0.20089649551752242,0.8850987432675045,0.3274659581534374,0.1368838028169014,0.5109912730422029,0.02577845235536143,0.47935590075968165,0.49999999999999994,493,311,1961,64
bert-base-uncased,workload,0.9784376104630611,0.8888888888888888,0.21333333333333335,0.34408602150537637,0.9992737835875091,0.6063035584604212,0.42955989003591866,1.1604124865116319,0.6,16,2752,2,59
