train_fraction,n_train,micro_f1,macro_f1,sentiment_mse_detected,sentiment_polarity_accuracy
0.25,1196,0.562097516099356,0.5660360288645323,0.4776895744177501,0.4353518821603928
0.5,2393,0.5733333333333334,0.5758677427348766,0.4498120519127418,0.4728682170542636
0.75,3590,0.5757441137272323,0.5814178123651167,0.4166445538112667,0.5231481481481481
1.0,4787,0.5944700460829493,0.5977321763143786,0.4005460062994042,0.5488372093023256
