approach,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,macro_balanced_accuracy,macro_specificity,macro_mcc,label_accuracy,subset_accuracy,samples_f1,samples_jaccard,sentiment_mse_detected,elapsed_seconds,eval_split,n_reviews,n_aspects,generalization_gap_f1
tfidf_two_step,0.288135593220339,0.48148148148148145,0.3605220228384992,0.41948013055652333,0.4824196700058926,0.3988152634552449,0.6376068424449324,0.7927940148839718,0.28778325323080445,0.746031746031746,0.07434402332361516,0.35118700541441067,0.2715257531584062,0.6453324385974243,1.9,synthetic_overlap_test,686,9,0.025936104265044668
tfidf_two_step,0.33579907104765183,0.4551177430636512,0.3864581271035439,0.3162292551468251,0.28338377268923093,0.2461192316754041,0.54298636266638,0.802588952643529,0.11881885608742443,0.7565688700365264,0.06574761399787911,0.3655433800714819,0.27928638758437274,0.7021139371780412,2.0,real_herath_mapped,2829,9,0.025936104265044668
distilbert-base-uncased,0.3532934131736527,0.44989106753812635,0.39578342117872545,0.5541167476462002,0.45308018777942927,0.4427795512554113,0.6549478206269554,0.8568154534744816,0.3695669144702436,0.7957563977972141,0.17784256559766765,0.4185131195335277,0.3539844509232264,0.5100075460520442,,synthetic_overlap_test,686,9,-0.21296377978648356
distilbert-base-uncased,0.18378887841658811,0.18186057356027047,0.18281964139224188,0.4747650370584997,0.31735251741147485,0.2528990352552978,0.5860596217616658,0.8547667261118568,0.21792886877247486,0.7261301598523232,0.041003888299752565,0.15695012540187514,0.12118281741823628,0.4502647342352896,,real_herath_mapped,2829,9,-0.21296377978648356
bert-base-uncased,0.357429718875502,0.48474945533769065,0.4114655570966251,0.5743911653264777,0.48812284094117536,0.46654346879647424,0.6682672605108974,0.8484116800806194,0.39523673747233995,0.7938127632005183,0.19533527696793002,0.44382896015549084,0.37546161321671523,0.47026550322995075,,synthetic_overlap_test,686,9,-0.049673867943899774
bert-base-uncased,0.33681672025723475,0.39076707857309395,0.3617916891527253,0.4268118627003076,0.316604211420491,0.26763829949734935,0.5834716521902755,0.8503390929600603,0.20074881299452574,0.767762460233298,0.10675150229763167,0.3617246545136259,0.2887012068878453,0.37162610113031697,,real_herath_mapped,2829,9,-0.049673867943899774
