approach,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,macro_balanced_accuracy,macro_specificity,macro_mcc,label_accuracy,subset_accuracy,samples_f1,samples_jaccard,sentiment_mse_detected,eval_split,n_real_reviews,n_overlap_aspects
distilbert-base-uncased,0.2729320411368958,0.8352076909123889,0.4114191256952666,0.28884939806267707,0.8679553723677393,0.38237070163591735,0.5055517040252309,0.14314803568272247,0.014006440558925538,0.32590564879246825,0.00035816618911174784,0.3925894574623084,0.26231409469231814,0.8654960945150553,real_herath_mapped,5584,7
