approach,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,macro_balanced_accuracy,macro_specificity,macro_mcc,label_accuracy,subset_accuracy,samples_f1,samples_jaccard,sentiment_mse_detected,eval_split,n_real_reviews,n_overlap_aspects
distilbert-base-uncased,0.44728930268645134,0.4182840558679485,0.4323006983174767,0.42855374594283846,0.3317219677369631,0.306593590753773,0.5469809623372129,0.7622399569374626,0.12195337444746271,0.6901094965206713,0.056411174785100285,0.41848521285304957,0.31582369695729295,0.4553285890334451,real_herath_mapped,5584,7
