approach,aspect,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,mse,threshold,tp,tn,fp,fn,eval_split
tfidf_two_step,accessibility,0.5238600212089077,0.006766917293233083,0.2571428571428571,0.013186813186813187,0.5272011453113815,0.3921720012271193,-0.04776195849135684,0.5392147819252892,0.45,9,1473,1321,26,real_herath_mapped
tfidf_two_step,assessment_design,0.8589607635206787,0.08163265306122448,0.06808510638297872,0.07424593967517401,0.930609097918273,0.49934710215062583,-0.001419190467804418,0.6643152778095782,0.6,16,2414,180,219,real_herath_mapped
tfidf_two_step,exam_fairness,0.9158713326263698,0.3246753246753247,0.2717391304347826,0.2958579881656805,0.9606805293005671,0.6162098298676748,0.2526226910536918,0.3277678359727724,0.6,50,2541,104,134,real_herath_mapped
tfidf_two_step,grading_transparency,0.8455284552845529,0.052307692307692305,0.11643835616438356,0.07218683651804671,0.8852031308237048,0.5008207434940442,0.0011388469576279893,0.5901813570552108,0.5,17,2375,308,129,real_herath_mapped
tfidf_two_step,lecturer_quality,0.6002120890774125,0.8634179821551132,0.5744292237442923,0.689882094872498,0.6885758998435054,0.6315025617938989,0.22005430232913625,0.6675485454644422,0.5,1258,440,199,932,real_herath_mapped
tfidf_two_step,materials,0.8381053375751149,0.33653846153846156,0.1794871794871795,0.23411371237458195,0.9434194341943419,0.5614533068407607,0.1623484994467933,0.5720387878533155,0.55,70,2301,138,320,real_herath_mapped
tfidf_two_step,organization,0.673029338989042,0.22815533980582525,0.3941299790356394,0.2890084550345888,0.7295918367346939,0.5618609078851666,0.10195378162671141,0.6809370529971738,0.45,188,1716,636,289,real_herath_mapped
tfidf_two_step,overall_experience,0.5326970661010958,0.2226250906453952,0.5511669658886894,0.31714876033057854,0.528169014084507,0.5396679899865982,0.06311546954761653,0.9580357937588108,0.35,307,1200,1072,250,real_herath_mapped
tfidf_two_step,workload,0.975609756097561,0.75,0.12,0.20689655172413793,0.9989106753812637,0.5594553376906318,0.2939337117804816,0.7432971687780486,0.55,9,2751,3,66,real_herath_mapped
