approach,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,sentiment_mse_detected,elapsed_seconds,eval_split,n_reviews,n_aspects,generalization_gap_f1,macro_accuracy,macro_specificity,macro_balanced_accuracy,macro_mcc
tfidf_two_step,0.3270882123341139,0.4564270152505447,0.3810823101409731,0.3428428433271334,0.4556113083665571,0.3870658628277564,0.6519335828856835,3.6,synthetic_overlap_test,686,9,-0.0070862172388676,0.7442500809847749,0.7892473142929679,0.6376723543877187,0.2785898904458002
tfidf_two_step,0.3498477157360406,0.4017253439030077,0.3739960929021055,0.2760150327083173,0.2661739219919744,0.2302674296290408,0.7019465004476529,3.6,real_herath_mapped,2829,9,-0.0070862172388676,0.7515415733867484,0.7991511959546931,0.54027664232628,0.1162206837536553
distilbert-base-uncased,0.2799385875127942,0.5958605664488017,0.3809192200557103,0.376877691876982,0.5954191888510676,0.4183933718187358,0.4811483373826557,,synthetic_overlap_test,686,9,0.0346372904728672,0.7777777777777778,0.8297387477789946,0.6581364523055039,0.39639118792402406
distilbert-base-uncased,0.2999069575105965,0.6763814408953136,0.4155565105285775,0.3570969189074092,0.5810401208142768,0.3514561643143432,0.3888031119659633,,real_herath_mapped,2829,9,0.0346372904728672,0.7235379600172813,0.7976341142472493,0.5778217752161677,0.21817215924852373
bert-base-uncased,0.2977099236641221,0.5522875816993464,0.3868752384586036,0.4032316565641321,0.5510665605182998,0.4187364796688986,0.516895122217387,,synthetic_overlap_test,686,9,0.0942330738839656,0.7955944282474895,0.8485763820730375,0.6723503980836281,0.38712833568241617
bert-base-uncased,0.3916800937454225,0.6234553508976451,0.4811083123425693,0.3644115017619224,0.4575967688776504,0.3172395558470514,0.3913746444421769,,real_herath_mapped,2829,9,0.0942330738839656,0.7751855779427359,0.8415329948766249,0.601802169161891,0.2146989554749038
