approach,aspect,polarity,gold,detected,missed,recall,miss_rate,sentiment_match_rate_given_detected,sentiment_mismatch_rate_given_detected
bert-base-uncased,organization,positive,27,8,19,0.2962962962962963,0.7037037037037037,0.0,1.0
bert-base-uncased,overall_experience,negative,38,29,9,0.7631578947368421,0.23684210526315788,0.0,1.0
bert-base-uncased,overall_experience,neutral,34,18,16,0.5294117647058824,0.47058823529411764,1.0,0.0
bert-base-uncased,overall_experience,positive,28,20,8,0.7142857142857143,0.2857142857142857,0.0,1.0
bert-base-uncased,pacing,negative,29,17,12,0.5862068965517241,0.41379310344827586,0.0,1.0
bert-base-uncased,pacing,neutral,29,11,18,0.3793103448275862,0.6206896551724138,1.0,0.0
bert-base-uncased,pacing,positive,30,18,12,0.6,0.4,0.0,1.0
bert-base-uncased,peer_interaction,negative,38,6,32,0.15789473684210525,0.8421052631578947,0.0,1.0
bert-base-uncased,peer_interaction,neutral,41,5,36,0.12195121951219512,0.8780487804878049,1.0,0.0
bert-base-uncased,peer_interaction,positive,36,15,21,0.4166666666666667,0.5833333333333334,0.0,1.0
bert-base-uncased,practical_application,negative,30,7,23,0.23333333333333334,0.7666666666666667,0.0,1.0
bert-base-uncased,practical_application,neutral,29,3,26,0.10344827586206896,0.896551724137931,1.0,0.0
bert-base-uncased,practical_application,positive,37,15,22,0.40540540540540543,0.5945945945945946,0.0,1.0
bert-base-uncased,prerequisite_fit,negative,37,15,22,0.40540540540540543,0.5945945945945946,0.0,1.0
bert-base-uncased,prerequisite_fit,neutral,28,7,21,0.25,0.75,1.0,0.0
bert-base-uncased,prerequisite_fit,positive,38,18,20,0.47368421052631576,0.5263157894736842,0.0,1.0
bert-base-uncased,relevance,negative,23,6,17,0.2608695652173913,0.7391304347826086,0.0,1.0
bert-base-uncased,relevance,neutral,28,1,27,0.03571428571428571,0.9642857142857143,1.0,0.0
bert-base-uncased,relevance,positive,31,5,26,0.16129032258064516,0.8387096774193549,0.0,1.0
bert-base-uncased,support,negative,39,29,10,0.7435897435897436,0.2564102564102564,0.0,1.0
bert-base-uncased,support,neutral,26,18,8,0.6923076923076923,0.3076923076923077,1.0,0.0
bert-base-uncased,support,positive,31,17,14,0.5483870967741935,0.45161290322580644,0.0,1.0
bert-base-uncased,tooling_usability,negative,39,20,19,0.5128205128205128,0.48717948717948717,0.0,1.0
bert-base-uncased,tooling_usability,neutral,28,5,23,0.17857142857142858,0.8214285714285714,1.0,0.0
bert-base-uncased,tooling_usability,positive,44,21,23,0.4772727272727273,0.5227272727272727,0.0,1.0
bert-base-uncased,workload,negative,26,19,7,0.7307692307692307,0.2692307692307692,0.0,1.0
bert-base-uncased,workload,neutral,21,8,13,0.38095238095238093,0.6190476190476191,1.0,0.0
bert-base-uncased,workload,positive,32,27,5,0.84375,0.15625,0.0,1.0
bert_joint,accessibility,negative,25,22,3,0.88,0.12,0.0,1.0
bert_joint,accessibility,neutral,27,13,14,0.48148148148148145,0.5185185185185185,1.0,0.0
bert_joint,accessibility,positive,40,22,18,0.55,0.45,0.0,1.0
bert_joint,assessment_design,negative,40,16,24,0.4,0.6,0.0,1.0
bert_joint,assessment_design,neutral,33,1,32,0.030303030303030304,0.9696969696969697,1.0,0.0
bert_joint,assessment_design,positive,36,14,22,0.3888888888888889,0.6111111111111112,0.0,1.0
bert_joint,clarity,negative,32,25,7,0.78125,0.21875,0.0,1.0
bert_joint,clarity,neutral,29,15,14,0.5172413793103449,0.4827586206896552,1.0,0.0
bert_joint,clarity,positive,38,24,14,0.631578947368421,0.3684210526315789,0.0,1.0
bert_joint,difficulty,negative,26,23,3,0.8846153846153846,0.11538461538461539,0.0,1.0
bert_joint,difficulty,neutral,34,31,3,0.9117647058823529,0.08823529411764706,1.0,0.0
bert_joint,difficulty,positive,35,31,4,0.8857142857142857,0.11428571428571428,0.0,1.0
bert_joint,exam_fairness,negative,32,14,18,0.4375,0.5625,0.0,1.0
bert_joint,exam_fairness,neutral,34,6,28,0.17647058823529413,0.8235294117647058,1.0,0.0
bert_joint,exam_fairness,positive,36,20,16,0.5555555555555556,0.4444444444444444,0.0,1.0
bert_joint,feedback_quality,negative,26,24,2,0.9230769230769231,0.07692307692307693,0.0,1.0
bert_joint,feedback_quality,neutral,30,27,3,0.9,0.1,1.0,0.0
bert_joint,feedback_quality,positive,26,25,1,0.9615384615384616,0.038461538461538464,0.0,1.0
bert_joint,grading_transparency,negative,33,12,21,0.36363636363636365,0.6363636363636364,0.0,1.0
bert_joint,grading_transparency,neutral,35,2,33,0.05714285714285714,0.9428571428571428,1.0,0.0
bert_joint,grading_transparency,positive,40,16,24,0.4,0.6,0.0,1.0
bert_joint,interest,negative,29,23,6,0.7931034482758621,0.20689655172413793,0.0,1.0
bert_joint,interest,neutral,32,26,6,0.8125,0.1875,1.0,0.0
bert_joint,interest,positive,29,24,5,0.8275862068965517,0.1724137931034483,0.0,1.0
bert_joint,lecturer_quality,negative,35,17,18,0.4857142857142857,0.5142857142857142,0.0,1.0
bert_joint,lecturer_quality,neutral,27,10,17,0.37037037037037035,0.6296296296296297,1.0,0.0
bert_joint,lecturer_quality,positive,39,28,11,0.717948717948718,0.28205128205128205,0.0,1.0
bert_joint,materials,negative,33,15,18,0.45454545454545453,0.5454545454545454,0.0,1.0
bert_joint,materials,neutral,28,3,25,0.10714285714285714,0.8928571428571429,1.0,0.0
bert_joint,materials,positive,33,13,20,0.3939393939393939,0.6060606060606061,0.0,1.0
bert_joint,organization,negative,39,17,22,0.4358974358974359,0.5641025641025641,0.0,1.0
bert_joint,organization,neutral,32,3,29,0.09375,0.90625,1.0,0.0
bert_joint,organization,positive,35,14,21,0.4,0.6,0.0,1.0
bert_joint,overall_experience,negative,43,36,7,0.8372093023255814,0.16279069767441862,0.0,1.0
bert_joint,overall_experience,neutral,38,29,9,0.7631578947368421,0.23684210526315788,1.0,0.0
bert_joint,overall_experience,positive,36,29,7,0.8055555555555556,0.19444444444444445,0.0,1.0
bert_joint,pacing,negative,29,16,13,0.5517241379310345,0.4482758620689655,0.0,1.0
bert_joint,pacing,neutral,35,4,31,0.11428571428571428,0.8857142857142857,1.0,0.0
bert_joint,pacing,positive,42,24,18,0.5714285714285714,0.42857142857142855,0.0,1.0
bert_joint,peer_interaction,negative,31,9,22,0.2903225806451613,0.7096774193548387,0.0,1.0
bert_joint,peer_interaction,neutral,36,10,26,0.2777777777777778,0.7222222222222222,1.0,0.0
bert_joint,peer_interaction,positive,40,15,25,0.375,0.625,0.0,1.0
bert_joint,practical_application,negative,28,11,17,0.39285714285714285,0.6071428571428571,0.0,1.0
bert_joint,practical_application,neutral,34,2,32,0.058823529411764705,0.9411764705882353,1.0,0.0
bert_joint,practical_application,positive,34,19,15,0.5588235294117647,0.4411764705882353,0.0,1.0
bert_joint,prerequisite_fit,negative,32,20,12,0.625,0.375,0.0,1.0
bert_joint,prerequisite_fit,neutral,31,11,20,0.3548387096774194,0.6451612903225806,1.0,0.0
bert_joint,prerequisite_fit,positive,34,18,16,0.5294117647058824,0.47058823529411764,0.0,1.0
bert_joint,relevance,negative,30,12,18,0.4,0.6,0.0,1.0
bert_joint,relevance,neutral,41,7,34,0.17073170731707318,0.8292682926829268,1.0,0.0
bert_joint,relevance,positive,34,11,23,0.3235294117647059,0.6764705882352942,0.0,1.0
bert_joint,support,negative,41,32,9,0.7804878048780488,0.21951219512195122,0.0,1.0
bert_joint,support,neutral,26,22,4,0.8461538461538461,0.15384615384615385,1.0,0.0
bert_joint,support,positive,29,21,8,0.7241379310344828,0.27586206896551724,0.0,1.0
bert_joint,tooling_usability,negative,40,19,21,0.475,0.525,0.0,1.0
bert_joint,tooling_usability,neutral,33,10,23,0.30303030303030304,0.696969696969697,1.0,0.0
bert_joint,tooling_usability,positive,34,17,17,0.5,0.5,0.0,1.0
bert_joint,workload,negative,28,16,12,0.5714285714285714,0.42857142857142855,0.0,1.0
bert_joint,workload,neutral,36,5,31,0.1388888888888889,0.8611111111111112,1.0,0.0
bert_joint,workload,positive,40,30,10,0.75,0.25,0.0,1.0
distilbert-base-uncased,accessibility,negative,44,14,30,0.3181818181818182,0.6818181818181818,0.0,1.0
distilbert-base-uncased,accessibility,neutral,38,8,30,0.21052631578947367,0.7894736842105263,1.0,0.0
distilbert-base-uncased,accessibility,positive,35,11,24,0.3142857142857143,0.6857142857142857,0.0,1.0
distilbert-base-uncased,assessment_design,negative,28,14,14,0.5,0.5,0.0,1.0
distilbert-base-uncased,assessment_design,neutral,32,3,29,0.09375,0.90625,1.0,0.0
distilbert-base-uncased,assessment_design,positive,25,10,15,0.4,0.6,0.0,1.0
distilbert-base-uncased,clarity,negative,36,6,30,0.16666666666666666,0.8333333333333334,0.0,1.0
distilbert-base-uncased,clarity,neutral,26,1,25,0.038461538461538464,0.9615384615384616,1.0,0.0
distilbert-base-uncased,clarity,positive,31,7,24,0.22580645161290322,0.7741935483870968,0.0,1.0
distilbert-base-uncased,difficulty,negative,32,14,18,0.4375,0.5625,0.0,1.0
distilbert-base-uncased,difficulty,neutral,41,9,32,0.21951219512195122,0.7804878048780488,1.0,0.0
distilbert-base-uncased,difficulty,positive,31,15,16,0.4838709677419355,0.5161290322580645,0.0,1.0
distilbert-base-uncased,exam_fairness,negative,35,18,17,0.5142857142857142,0.4857142857142857,0.0,1.0
distilbert-base-uncased,exam_fairness,neutral,38,9,29,0.23684210526315788,0.7631578947368421,1.0,0.0
distilbert-base-uncased,exam_fairness,positive,42,22,20,0.5238095238095238,0.47619047619047616,0.0,1.0
distilbert-base-uncased,feedback_quality,negative,28,19,9,0.6785714285714286,0.32142857142857145,0.0,1.0
distilbert-base-uncased,feedback_quality,neutral,28,19,9,0.6785714285714286,0.32142857142857145,1.0,0.0
distilbert-base-uncased,feedback_quality,positive,34,23,11,0.6764705882352942,0.3235294117647059,0.0,1.0
distilbert-base-uncased,grading_transparency,negative,35,11,24,0.3142857142857143,0.6857142857142857,0.0,1.0
distilbert-base-uncased,grading_transparency,neutral,31,3,28,0.0967741935483871,0.9032258064516129,1.0,0.0
distilbert-base-uncased,grading_transparency,positive,39,14,25,0.358974358974359,0.6410256410256411,0.0,1.0
distilbert-base-uncased,interest,negative,28,21,7,0.75,0.25,0.0,1.0
distilbert-base-uncased,interest,neutral,33,28,5,0.8484848484848485,0.15151515151515152,1.0,0.0
distilbert-base-uncased,interest,positive,40,32,8,0.8,0.2,0.0,1.0
distilbert-base-uncased,lecturer_quality,negative,37,19,18,0.5135135135135135,0.4864864864864865,0.0,1.0
distilbert-base-uncased,lecturer_quality,neutral,36,10,26,0.2777777777777778,0.7222222222222222,1.0,0.0
distilbert-base-uncased,lecturer_quality,positive,28,15,13,0.5357142857142857,0.4642857142857143,0.0,1.0
distilbert-base-uncased,materials,negative,36,11,25,0.3055555555555556,0.6944444444444444,0.0,1.0
distilbert-base-uncased,materials,neutral,33,7,26,0.21212121212121213,0.7878787878787878,1.0,0.0
distilbert-base-uncased,materials,positive,41,22,19,0.5365853658536586,0.4634146341463415,0.0,1.0
distilbert-base-uncased,organization,negative,37,14,23,0.3783783783783784,0.6216216216216216,0.0,1.0
distilbert-base-uncased,organization,neutral,29,2,27,0.06896551724137931,0.9310344827586207,1.0,0.0
distilbert-base-uncased,organization,positive,27,9,18,0.3333333333333333,0.6666666666666666,0.0,1.0
distilbert-base-uncased,overall_experience,negative,38,29,9,0.7631578947368421,0.23684210526315788,0.0,1.0
distilbert-base-uncased,overall_experience,neutral,34,23,11,0.6764705882352942,0.3235294117647059,1.0,0.0
distilbert-base-uncased,overall_experience,positive,28,24,4,0.8571428571428571,0.14285714285714285,0.0,1.0
distilbert-base-uncased,pacing,negative,29,22,7,0.7586206896551724,0.2413793103448276,0.0,1.0
distilbert-base-uncased,pacing,neutral,29,15,14,0.5172413793103449,0.4827586206896552,1.0,0.0
distilbert-base-uncased,pacing,positive,30,20,10,0.6666666666666666,0.3333333333333333,0.0,1.0
distilbert-base-uncased,peer_interaction,negative,38,7,31,0.18421052631578946,0.8157894736842105,0.0,1.0
distilbert-base-uncased,peer_interaction,neutral,41,7,34,0.17073170731707318,0.8292682926829268,1.0,0.0
distilbert-base-uncased,peer_interaction,positive,36,14,22,0.3888888888888889,0.6111111111111112,0.0,1.0
distilbert-base-uncased,practical_application,negative,30,7,23,0.23333333333333334,0.7666666666666667,0.0,1.0
distilbert-base-uncased,practical_application,neutral,29,3,26,0.10344827586206896,0.896551724137931,1.0,0.0
distilbert-base-uncased,practical_application,positive,37,15,22,0.40540540540540543,0.5945945945945946,0.0,1.0
distilbert-base-uncased,prerequisite_fit,negative,37,7,30,0.1891891891891892,0.8108108108108109,0.0,1.0
distilbert-base-uncased,prerequisite_fit,neutral,28,2,26,0.07142857142857142,0.9285714285714286,1.0,0.0
distilbert-base-uncased,prerequisite_fit,positive,38,7,31,0.18421052631578946,0.8157894736842105,0.0,1.0
distilbert-base-uncased,relevance,negative,23,4,19,0.17391304347826086,0.8260869565217391,0.0,1.0
distilbert-base-uncased,relevance,neutral,28,1,27,0.03571428571428571,0.9642857142857143,1.0,0.0
distilbert-base-uncased,relevance,positive,31,0,31,0.0,1.0,,
distilbert-base-uncased,support,negative,39,27,12,0.6923076923076923,0.3076923076923077,0.0,1.0
distilbert-base-uncased,support,neutral,26,15,11,0.5769230769230769,0.4230769230769231,1.0,0.0
distilbert-base-uncased,support,positive,31,19,12,0.6129032258064516,0.3870967741935484,0.0,1.0
distilbert-base-uncased,tooling_usability,negative,39,15,24,0.38461538461538464,0.6153846153846154,0.0,1.0
distilbert-base-uncased,tooling_usability,neutral,28,4,24,0.14285714285714285,0.8571428571428571,1.0,0.0
distilbert-base-uncased,tooling_usability,positive,44,15,29,0.3409090909090909,0.6590909090909091,0.0,1.0
distilbert-base-uncased,workload,negative,26,18,8,0.6923076923076923,0.3076923076923077,0.0,1.0
distilbert-base-uncased,workload,neutral,21,7,14,0.3333333333333333,0.6666666666666666,1.0,0.0
distilbert-base-uncased,workload,positive,32,24,8,0.75,0.25,0.0,1.0
distilbert_joint,accessibility,negative,25,25,0,1.0,0.0,0.0,1.0
distilbert_joint,accessibility,neutral,27,27,0,1.0,0.0,1.0,0.0
distilbert_joint,accessibility,positive,40,40,0,1.0,0.0,0.0,1.0
distilbert_joint,assessment_design,negative,40,18,22,0.45,0.55,0.0,1.0
distilbert_joint,assessment_design,neutral,33,1,32,0.030303030303030304,0.9696969696969697,1.0,0.0
distilbert_joint,assessment_design,positive,36,14,22,0.3888888888888889,0.6111111111111112,0.0,1.0
distilbert_joint,clarity,negative,32,23,9,0.71875,0.28125,0.0,1.0
distilbert_joint,clarity,neutral,29,16,13,0.5517241379310345,0.4482758620689655,1.0,0.0
distilbert_joint,clarity,positive,38,25,13,0.6578947368421053,0.34210526315789475,0.0,1.0
distilbert_joint,difficulty,negative,26,11,15,0.4230769230769231,0.5769230769230769,0.0,1.0
distilbert_joint,difficulty,neutral,34,21,13,0.6176470588235294,0.38235294117647056,1.0,0.0
distilbert_joint,difficulty,positive,35,24,11,0.6857142857142857,0.3142857142857143,0.0,1.0
distilbert_joint,exam_fairness,negative,32,14,18,0.4375,0.5625,0.0,1.0
distilbert_joint,exam_fairness,neutral,34,4,30,0.11764705882352941,0.8823529411764706,1.0,0.0
distilbert_joint,exam_fairness,positive,36,19,17,0.5277777777777778,0.4722222222222222,0.0,1.0
distilbert_joint,feedback_quality,negative,26,21,5,0.8076923076923077,0.19230769230769232,0.0,1.0
distilbert_joint,feedback_quality,neutral,30,26,4,0.8666666666666667,0.13333333333333333,1.0,0.0
distilbert_joint,feedback_quality,positive,26,20,6,0.7692307692307693,0.23076923076923078,0.0,1.0
distilbert_joint,grading_transparency,negative,33,17,16,0.5151515151515151,0.48484848484848486,0.0,1.0
distilbert_joint,grading_transparency,neutral,35,6,29,0.17142857142857143,0.8285714285714286,1.0,0.0
distilbert_joint,grading_transparency,positive,40,18,22,0.45,0.55,0.0,1.0
distilbert_joint,interest,negative,29,17,12,0.5862068965517241,0.41379310344827586,0.0,1.0
distilbert_joint,interest,neutral,32,18,14,0.5625,0.4375,1.0,0.0
distilbert_joint,interest,positive,29,16,13,0.5517241379310345,0.4482758620689655,0.0,1.0
distilbert_joint,lecturer_quality,negative,35,11,24,0.3142857142857143,0.6857142857142857,0.0,1.0
distilbert_joint,lecturer_quality,neutral,27,4,23,0.14814814814814814,0.8518518518518519,1.0,0.0
distilbert_joint,lecturer_quality,positive,39,16,23,0.41025641025641024,0.5897435897435898,0.0,1.0
distilbert_joint,materials,negative,33,14,19,0.42424242424242425,0.5757575757575758,0.0,1.0
distilbert_joint,materials,neutral,28,3,25,0.10714285714285714,0.8928571428571429,1.0,0.0
distilbert_joint,materials,positive,33,12,21,0.36363636363636365,0.6363636363636364,0.0,1.0
distilbert_joint,organization,negative,39,9,30,0.23076923076923078,0.7692307692307693,0.0,1.0
distilbert_joint,organization,neutral,32,1,31,0.03125,0.96875,1.0,0.0
distilbert_joint,organization,positive,35,11,24,0.3142857142857143,0.6857142857142857,0.0,1.0
distilbert_joint,overall_experience,negative,43,37,6,0.8604651162790697,0.13953488372093023,0.0,1.0
distilbert_joint,overall_experience,neutral,38,28,10,0.7368421052631579,0.2631578947368421,1.0,0.0
distilbert_joint,overall_experience,positive,36,25,11,0.6944444444444444,0.3055555555555556,0.0,1.0
distilbert_joint,pacing,negative,29,19,10,0.6551724137931034,0.3448275862068966,0.0,1.0
distilbert_joint,pacing,neutral,35,7,28,0.2,0.8,1.0,0.0
distilbert_joint,pacing,positive,42,23,19,0.5476190476190477,0.4523809523809524,0.0,1.0
distilbert_joint,peer_interaction,negative,31,10,21,0.3225806451612903,0.6774193548387096,0.0,1.0
distilbert_joint,peer_interaction,neutral,36,5,31,0.1388888888888889,0.8611111111111112,1.0,0.0
distilbert_joint,peer_interaction,positive,40,11,29,0.275,0.725,0.0,1.0
distilbert_joint,practical_application,negative,28,11,17,0.39285714285714285,0.6071428571428571,0.0,1.0
distilbert_joint,practical_application,neutral,34,2,32,0.058823529411764705,0.9411764705882353,1.0,0.0
distilbert_joint,practical_application,positive,34,19,15,0.5588235294117647,0.4411764705882353,0.0,1.0
distilbert_joint,prerequisite_fit,negative,32,28,4,0.875,0.125,0.0,1.0
distilbert_joint,prerequisite_fit,neutral,31,21,10,0.6774193548387096,0.3225806451612903,1.0,0.0
distilbert_joint,prerequisite_fit,positive,34,24,10,0.7058823529411765,0.29411764705882354,0.0,1.0
distilbert_joint,relevance,negative,30,13,17,0.43333333333333335,0.5666666666666667,0.0,1.0
distilbert_joint,relevance,neutral,41,6,35,0.14634146341463414,0.8536585365853658,1.0,0.0
distilbert_joint,relevance,positive,34,10,24,0.29411764705882354,0.7058823529411765,0.0,1.0
distilbert_joint,support,negative,41,18,23,0.43902439024390244,0.5609756097560976,0.0,1.0
distilbert_joint,support,neutral,26,9,17,0.34615384615384615,0.6538461538461539,1.0,0.0
distilbert_joint,support,positive,29,12,17,0.41379310344827586,0.5862068965517241,0.0,1.0
distilbert_joint,tooling_usability,negative,40,16,24,0.4,0.6,0.0,1.0
distilbert_joint,tooling_usability,neutral,33,7,26,0.21212121212121213,0.7878787878787878,1.0,0.0
distilbert_joint,tooling_usability,positive,34,14,20,0.4117647058823529,0.5882352941176471,0.0,1.0
distilbert_joint,workload,negative,28,17,11,0.6071428571428571,0.39285714285714285,0.0,1.0
distilbert_joint,workload,neutral,36,7,29,0.19444444444444445,0.8055555555555556,1.0,0.0
distilbert_joint,workload,positive,40,29,11,0.725,0.275,0.0,1.0
openai-gpt-5.4-zero-shot,accessibility,negative,25,2,23,0.08,0.92,1.0,0.0
openai-gpt-5.4-zero-shot,accessibility,neutral,27,0,27,0.0,1.0,,
openai-gpt-5.4-zero-shot,accessibility,positive,40,5,35,0.125,0.875,1.0,0.0
openai-gpt-5.4-zero-shot,assessment_design,negative,40,21,19,0.525,0.475,0.9523809523809523,0.047619047619047616
openai-gpt-5.4-zero-shot,assessment_design,neutral,33,1,32,0.030303030303030304,0.9696969696969697,0.0,1.0
openai-gpt-5.4-zero-shot,assessment_design,positive,36,18,18,0.5,0.5,0.6111111111111112,0.3888888888888889
openai-gpt-5.4-zero-shot,clarity,negative,32,12,20,0.375,0.625,0.6666666666666666,0.3333333333333333
openai-gpt-5.4-zero-shot,clarity,neutral,29,6,23,0.20689655172413793,0.7931034482758621,0.0,1.0
openai-gpt-5.4-zero-shot,clarity,positive,38,17,21,0.4473684210526316,0.5526315789473685,0.8235294117647058,0.17647058823529413
openai-gpt-5.4-zero-shot,difficulty,negative,26,3,23,0.11538461538461539,0.8846153846153846,1.0,0.0
openai-gpt-5.4-zero-shot,difficulty,neutral,34,0,34,0.0,1.0,,
openai-gpt-5.4-zero-shot,difficulty,positive,35,7,28,0.2,0.8,0.7142857142857143,0.2857142857142857
openai-gpt-5.4-zero-shot,exam_fairness,negative,32,13,19,0.40625,0.59375,0.9230769230769231,0.07692307692307693
openai-gpt-5.4-zero-shot,exam_fairness,neutral,34,5,29,0.14705882352941177,0.8529411764705882,0.0,1.0
openai-gpt-5.4-zero-shot,exam_fairness,positive,36,18,18,0.5,0.5,1.0,0.0
openai-gpt-5.4-zero-shot,feedback_quality,negative,26,12,14,0.46153846153846156,0.5384615384615384,0.6666666666666666,0.3333333333333333
openai-gpt-5.4-zero-shot,feedback_quality,neutral,30,14,16,0.4666666666666667,0.5333333333333333,0.07142857142857142,0.9285714285714286
openai-gpt-5.4-zero-shot,feedback_quality,positive,26,10,16,0.38461538461538464,0.6153846153846154,0.4,0.6
openai-gpt-5.4-zero-shot,grading_transparency,negative,33,26,7,0.7878787878787878,0.21212121212121213,1.0,0.0
openai-gpt-5.4-zero-shot,grading_transparency,neutral,35,12,23,0.34285714285714286,0.6571428571428571,0.0,1.0
openai-gpt-5.4-zero-shot,grading_transparency,positive,40,18,22,0.45,0.55,0.5555555555555556,0.4444444444444444
openai-gpt-5.4-zero-shot,interest,negative,29,2,27,0.06896551724137931,0.9310344827586207,0.5,0.5
openai-gpt-5.4-zero-shot,interest,neutral,32,0,32,0.0,1.0,,
openai-gpt-5.4-zero-shot,interest,positive,29,2,27,0.06896551724137931,0.9310344827586207,1.0,0.0
openai-gpt-5.4-zero-shot,lecturer_quality,negative,35,3,32,0.08571428571428572,0.9142857142857143,0.6666666666666666,0.3333333333333333
openai-gpt-5.4-zero-shot,lecturer_quality,neutral,27,4,23,0.14814814814814814,0.8518518518518519,0.0,1.0
openai-gpt-5.4-zero-shot,lecturer_quality,positive,39,16,23,0.41025641025641024,0.5897435897435898,1.0,0.0
openai-gpt-5.4-zero-shot,materials,negative,33,12,21,0.36363636363636365,0.6363636363636364,1.0,0.0
openai-gpt-5.4-zero-shot,materials,neutral,28,0,28,0.0,1.0,,
openai-gpt-5.4-zero-shot,materials,positive,33,7,26,0.21212121212121213,0.7878787878787878,0.8571428571428571,0.14285714285714285
openai-gpt-5.4-zero-shot,organization,negative,39,19,20,0.48717948717948717,0.5128205128205128,1.0,0.0
openai-gpt-5.4-zero-shot,organization,neutral,32,3,29,0.09375,0.90625,0.0,1.0
openai-gpt-5.4-zero-shot,organization,positive,35,9,26,0.2571428571428571,0.7428571428571429,0.8888888888888888,0.1111111111111111
openai-gpt-5.4-zero-shot,overall_experience,negative,43,0,43,0.0,1.0,,
openai-gpt-5.4-zero-shot,overall_experience,neutral,38,0,38,0.0,1.0,,
openai-gpt-5.4-zero-shot,overall_experience,positive,36,1,35,0.027777777777777776,0.9722222222222222,0.0,1.0
openai-gpt-5.4-zero-shot,pacing,negative,29,27,2,0.9310344827586207,0.06896551724137931,0.9629629629629629,0.037037037037037035
openai-gpt-5.4-zero-shot,pacing,neutral,35,16,19,0.45714285714285713,0.5428571428571428,0.0625,0.9375
openai-gpt-5.4-zero-shot,pacing,positive,42,25,17,0.5952380952380952,0.40476190476190477,0.72,0.28
openai-gpt-5.4-zero-shot,peer_interaction,negative,31,9,22,0.2903225806451613,0.7096774193548387,0.3333333333333333,0.6666666666666666
openai-gpt-5.4-zero-shot,peer_interaction,neutral,36,4,32,0.1111111111111111,0.8888888888888888,0.0,1.0
