bucket,seed,arch,target,micro_f1,macro_f1,macro_balanced_accuracy,sentiment_mse_detected,n_overlap_aspects
full,42,bert-base-uncased,edurabsa,0.4808820334564414,0.2696819539941022,0.5445530432043045,0.422203692493607,7
full,42,distilbert-base-uncased,herath,0.18281964139224188,0.2528990352552978,0.5860596217616658,0.4502647342352896,9
full,42,distilbert-base-uncased,edurabsa,0.46977607110497477,0.31225278586740995,0.5479585742971472,0.46737939473826545,7
full,17,bert-base-uncased,herath,0.38749672574871213,0.24643196693008487,0.5507644981975611,0.3506767653376986,9
full,17,bert-base-uncased,edurabsa,0.4940889000682741,0.32991733899209696,0.5509859291257219,0.43920968098291313,7
full,17,distilbert-base-uncased,herath,0.2822249589490969,0.21872705275872406,0.5671744020561998,0.44254772436382733,9
full,17,distilbert-base-uncased,edurabsa,0.38556524368731415,0.2819594111966369,0.5419417350290756,0.4564993515190867,7
full,23,bert-base-uncased,herath,0.17770361872979457,0.21877532578940584,0.5539573765915282,0.4163452869239206,9
full,23,bert-base-uncased,edurabsa,0.405135250367142,0.302395796608321,0.5448024212035992,0.49323766078752745,7
full,23,distilbert-base-uncased,herath,0.22344110854503466,0.2364484935698244,0.558239163116325,0.41235251951809,9
full,23,distilbert-base-uncased,edurabsa,0.3724532907708196,0.2706067962018856,0.5193345363175929,0.5516266897538586,7
full,41,bert-base-uncased,herath,0.40537488708220415,0.3007113340178472,0.6149045406931968,0.331441013321033,9
full,41,bert-base-uncased,edurabsa,0.4321286697025482,0.29146946901447784,0.5299440558312287,0.4310458066543982,7
full,41,distilbert-base-uncased,herath,0.3243843732642103,0.27964482266835866,0.5883296346086262,0.33068594079300967,9
full,41,distilbert-base-uncased,edurabsa,0.40288466192343064,0.2877548502439948,0.5444623092729061,0.546799103846415,7
full,53,bert-base-uncased,herath,0.3684971098265896,0.2538478940873772,0.5882211827791834,0.32400650837066886,9
full,53,bert-base-uncased,edurabsa,0.4901925336707945,0.3219716938607068,0.5524392641963639,0.6362771208675527,7
full,53,distilbert-base-uncased,herath,0.2935634010670905,0.242718448545974,0.5861493742350388,0.3698963143609922,9
full,53,distilbert-base-uncased,edurabsa,0.46255023748629887,0.3094179862784553,0.5449181234726691,0.47041810685483815,7
